Price,Volatility
Ticker,
Date,
2022-11-25,0.22138519873031734
2022-11-28,0.22601945396581175
2022-11-29,0.22524687811933805
2022-11-30,0.23628153797897725
2022-12-01,0.2208329808109391
2022-12-02,0.21972054967319352
2022-12-05,0.22872073157807238
2022-12-06,0.2319539935305838
2022-12-07,0.23176089071613828
2022-12-08,0.2173229985963966
2022-12-09,0.1545051402679471
2022-12-12,0.15758372635568021
2022-12-13,0.15546382741280326
2022-12-14,0.15293925281170465
2022-12-15,0.16755114003269997
2022-12-16,0.17156716772542577
2022-12-19,0.1706748695519249
2022-12-20,0.17168330362864384
2022-12-21,0.17313374278746108
2022-12-22,0.17449041278403443
2022-12-23,0.17616039900629468
2022-12-27,0.16871011657851986
2022-12-28,0.1725030716046279
2022-12-29,0.15862569197949467
2022-12-30,0.1587770147696846
2023-01-03,0.15856623885222046
2023-01-04,0.1541366673647305
2023-01-05,0.15317198080918673
2023-01-06,0.17016176753088
2023-01-09,0.16932191070679695
2023-01-10,0.1680156050496081
2023-01-11,0.16610382864396722
2023-01-12,0.16652349792509455
2023-01-13,0.165549061067567
2023-01-17,0.14555126426717943
2023-01-18,0.15084869051677618
2023-01-19,0.15068388580715783
2023-01-20,0.15578230202048418
2023-01-23,0.15004143953930324
2023-01-24,0.1445837118123159
2023-01-25,0.14364646480875679
2023-01-26,0.1442614980332987
2023-01-27,0.13490682000837326
2023-01-30,0.13530838530352005
2023-01-31,0.13981614997522868
2023-02-01,0.13892568347172846
2023-02-02,0.13432485043378387
2023-02-03,0.13381450910978973
2023-02-06,0.11889883785792964
2023-02-07,0.1207629650796441
2023-02-08,0.12206776998227359
2023-02-09,0.12119057315251515
2023-02-10,0.12001158663712552
2023-02-13,0.1233956967517676
2023-02-14,0.12326772167484493
2023-02-15,0.10953728768993842
2023-02-16,0.11319443455649596
2023-02-17,0.10370890678226116
2023-02-21,0.1172785599820593
2023-02-22,0.11743395837024817
2023-02-23,0.11825904046950589
2023-02-24,0.11754409232002337
2023-02-27,0.11818987462118204
2023-02-28,0.11529975629613842
2023-03-01,0.10120674675621245
2023-03-02,0.10161528204947035
2023-03-03,0.11387936108640952
2023-03-06,0.11137297182056238
2023-03-07,0.12266577376788118
2023-03-08,0.11778274191888688
2023-03-09,0.13296313557431536
2023-03-10,0.14108452187462261
2023-03-13,0.13900035783199474
2023-03-14,0.1434179849083797
2023-03-15,0.15314780673431017
2023-03-16,0.16280883432695487
2023-03-17,0.16731614393519997
2023-03-20,0.17707339125613003
2023-03-21,0.17990418994989602
2023-03-22,0.18712280922223168
2023-03-23,0.18577000745250288
2023-03-24,0.18658464493961113
2023-03-27,0.19054706645765673
2023-03-28,0.19134138017230157
2023-03-29,0.19693414546269725
2023-03-30,0.1966564654946352
2023-03-31,0.1956025772581297
2023-04-03,0.19781766158450556
2023-04-04,0.19084618170159395
2023-04-05,0.19084563975168306
2023-04-06,0.17676798042504183
2023-04-10,0.16484887507210216
2023-04-11,0.16062917054392548
2023-04-12,0.1569617712341177
2023-04-13,0.13780806352672212
2023-04-14,0.13533507567676445
2023-04-17,0.11701763135934518
2023-04-18,0.11267833319240146
2023-04-19,0.10595948300950545
2023-04-20,0.08469280253279726
2023-04-21,0.0824875987521864
2023-04-24,0.08238211097735414
2023-04-25,0.10157649017124747
2023-04-26,0.10760562152772027
2023-04-27,0.1099286973556474
2023-04-28,0.11136979932750389
2023-05-01,0.10457364959449991
2023-05-02,0.11360620267556068
2023-05-03,0.11220486284578107
2023-05-04,0.11507007052028878
2023-05-05,0.13199493306618668
2023-05-08,0.1315210281082414
2023-05-09,0.12970369244162844
2023-05-10,0.12967401892165664
2023-05-11,0.12649006090328024
2023-05-12,0.12646286272853935
2023-05-15,0.1269022162567574
2023-05-16,0.13297609022267176
2023-05-17,0.1419097816029807
2023-05-18,0.141704043578462
2023-05-19,0.1417101881473112
2023-05-22,0.14139889845768433
2023-05-23,0.13455947233584348
2023-05-24,0.13546651971954507
2023-05-25,0.12514437529724073
2023-05-26,0.1246468697146266
2023-05-30,0.12542621909414567
2023-05-31,0.11841695204331214
2023-06-01,0.12366926964562391
2023-06-02,0.14233688422172028
2023-06-05,0.12904611353173984
2023-06-06,0.13208041650522606
2023-06-07,0.13287882587598515
2023-06-08,0.13299162907519202
2023-06-09,0.13104875617270872
2023-06-12,0.13109619814943577
2023-06-13,0.1325114473329898
2023-06-14,0.12274501059195596
2023-06-15,0.12222394484442782
2023-06-16,0.12289229457988969
2023-06-20,0.12837668783312625
2023-06-21,0.1282844701816959
2023-06-22,0.12333869432598463
2023-06-23,0.12170387710587968
2023-06-26,0.1205862585283266
2023-06-27,0.12145277653567246
2023-06-28,0.1191293902907525
2023-06-29,0.11547354591526432
2023-06-30,0.1148294078356581
2023-07-03,0.09275947822394431
2023-07-05,0.09338377979080348
2023-07-06,0.10311540676554538
2023-07-07,0.10200276483076923
2023-07-10,0.10301271116563636
2023-07-11,0.1073428927086272
2023-07-12,0.10920286946060705
2023-07-13,0.10808415789872729
2023-07-14,0.10938653039147632
2023-07-17,0.10216685505422378
2023-07-18,0.10352058614566247
2023-07-19,0.09649159547233248
2023-07-20,0.09636448295126764
2023-07-21,0.09416267839769746
2023-07-24,0.08578055493169644
2023-07-25,0.08602094022236155
2023-07-26,0.08353456368089016
2023-07-27,0.09180048075216724
2023-07-28,0.0904469530361174
2023-07-31,0.08715122041265283
2023-08-01,0.08962813925683438
2023-08-02,0.09750227045474597
2023-08-03,0.08556833520130333
2023-08-04,0.08729911915100293
2023-08-07,0.09019265157575565
2023-08-08,0.08579657437728334
2023-08-09,0.08323299073918311
2023-08-10,0.08059202691232424
2023-08-11,0.07902492995361166
2023-08-14,0.07931689698248473
2023-08-15,0.08806126101412684
2023-08-16,0.0874507631455253
2023-08-17,0.08765178936359029
2023-08-18,0.08740320729184232
2023-08-21,0.0841078876970056
2023-08-22,0.08356910253757742
2023-08-23,0.09068421861281274
2023-08-24,0.09055265557669549
2023-08-25,0.09018013902747539
2023-08-28,0.09358205442829969
2023-08-29,0.1019605611409216
2023-08-30,0.09501161708001268
2023-08-31,0.09576577195141002
2023-09-01,0.09740751830471678
2023-09-05,0.0974285513926
2023-09-06,0.09771960360841321
2023-09-07,0.09758424252355445
2023-09-08,0.09774912627068132
2023-09-11,0.09941766847054996
2023-09-12,0.09937285412878269
2023-09-13,0.08851514471671391
2023-09-14,0.09256375647213608
2023-09-15,0.09447144855929418
2023-09-18,0.09475675793196855
2023-09-19,0.09501089559093048
2023-09-20,0.09551791955577513
2023-09-21,0.1078840585711216
2023-09-22,0.10366091984512904
2023-09-25,0.10175482497361832
2023-09-26,0.10748418192954547
2023-09-27,0.0986751345507171
