Date,Ticker,Company,Open,Close,Percent.Price
2022-11-22 00:00:00+09:00,7203.T,Toyota,1908.874259241616,1937.223876953125,1.4851485148514734
2022-11-24 00:00:00+09:00,7203.T,Toyota,1946.67358666855,1933.916259765625,-0.6553398058252389
2022-11-25 00:00:00+09:00,7203.T,Toyota,1937.2238757053876,1941.476318359375,0.21951219512194795
2022-11-28 00:00:00+09:00,7203.T,Toyota,1950.4536620373217,1921.1590576171875,-1.501937984496124
2022-11-29 00:00:00+09:00,7203.T,Toyota,1910.291670562204,1895.171875,-0.7914914667326269
2022-11-30 00:00:00+09:00,7203.T,Toyota,1899.424356964802,1899.8968505859375,0.024875621890547484
2022-12-01 00:00:00+09:00,7203.T,Toyota,1912.654057926257,1888.556884765625,-1.259881422924897
2022-12-02 00:00:00+09:00,7203.T,Toyota,1878.63460707604,1862.56982421875,-0.8551307847082495
2022-12-05 00:00:00+09:00,7203.T,Toyota,1868.2398350655517,1843.670166015625,-1.3151239251391191
2022-12-06 00:00:00+09:00,7203.T,Toyota,1838.0001224157647,1836.5826416015625,-0.07712082262209961
2022-12-07 00:00:00+09:00,7203.T,Toyota,1829.4952361583096,1842.2525634765625,0.6973140495867902
2022-12-08 00:00:00+09:00,7203.T,Toyota,1829.9676916374815,1831.857666015625,0.10327911179963674
2022-12-09 00:00:00+09:00,7203.T,Toyota,1845.559895666741,1846.5048828125,0.05120327700973875
2022-12-12 00:00:00+09:00,7203.T,Toyota,1846.0326307066473,1855.010009765625,0.48630662912720185
2022-12-13 00:00:00+09:00,7203.T,Toyota,1874.8546998031495,1860.2073974609375,-0.7812499999999951
2022-12-14 00:00:00+09:00,7203.T,Toyota,1850.757441876511,1869.1846923828125,0.9956599438345575
2022-12-15 00:00:00+09:00,7203.T,Toyota,1866.349893126007,1869.6573486328125,0.1772151898734177
2022-12-16 00:00:00+09:00,7203.T,Toyota,1833.747843267253,1834.2203369140625,0.025766555011596744
2022-12-19 00:00:00+09:00,7203.T,Toyota,1814.3752863219895,1804.9254150390625,-0.520833333333332
2022-12-20 00:00:00+09:00,7203.T,Toyota,1800.2005734327363,1743.5013427734375,-3.149606299212599
2022-12-21 00:00:00+09:00,7203.T,Toyota,1735.941494156829,1708.536865234375,-1.57866086009799
2022-12-22 00:00:00+09:00,7203.T,Toyota,1729.3265763448026,1739.721435546875,0.6010928961748551
2022-12-23 00:00:00+09:00,7203.T,Toyota,1709.0093161202108,1717.9866943359375,0.5252972076306264
2022-12-26 00:00:00+09:00,7203.T,Toyota,1720.8216955171335,1722.711669921875,0.109829763866005
2022-12-27 00:00:00+09:00,7203.T,Toyota,1738.7764947988308,1717.5142822265625,-1.2228260869565184
