Date,R_Holdings.Price.Change
2022-11-22 00:00:00+09:00,0.0
2022-11-24 00:00:00+09:00,-44.62235734269416
2022-11-25 00:00:00+09:00,-26.77341741248074
2022-11-28 00:00:00+09:00,19.832160221619233
2022-11-29 00:00:00+09:00,10.907687075253307
2022-11-30 00:00:00+09:00,-16.857337392982117
2022-12-01 00:00:00+09:00,-137.83351185191805
2022-12-02 00:00:00+09:00,-56.52165388254889
2022-12-05 00:00:00+09:00,7.932864897597938
2022-12-06 00:00:00+09:00,-22.806984264446328
2022-12-07 00:00:00+09:00,62.47130830409151
2022-12-08 00:00:00+09:00,11.899295985953358
2022-12-09 00:00:00+09:00,44.62235972347844
2022-12-12 00:00:00+09:00,95.19436586002757
2022-12-13 00:00:00+09:00,-50.57200832437866
2022-12-14 00:00:00+09:00,4.958040453706417
2022-12-15 00:00:00+09:00,-26.77341670764872
2022-12-16 00:00:00+09:00,21.815376665617805
2022-12-19 00:00:00+09:00,-32.72306303495043
2022-12-20 00:00:00+09:00,-114.03492362713132
2022-12-21 00:00:00+09:00,8.92447194169199
2022-12-22 00:00:00+09:00,-2.974824105361222
2022-12-23 00:00:00+09:00,2.9748240002054445
2022-12-26 00:00:00+09:00,64.45452100448028
2022-12-27 00:00:00+09:00,26.773417678339683
2022-12-28 00:00:00+09:00,21.81537622437463
2022-12-29 00:00:00+09:00,32.723066507519434
2022-12-30 00:00:00+09:00,-126.92582894421867
2023-01-04 00:00:00+09:00,21.81537314967136
2023-01-05 00:00:00+09:00,89.24472180430712
2023-01-06 00:00:00+09:00,28.756633940532083
2023-01-10 00:00:00+09:00,-137.8335139633582
2023-01-11 00:00:00+09:00,-21.81537698856846
2023-01-12 00:00:00+09:00,-44.622363630438485
2023-01-13 00:00:00+09:00,-91.22793618676587
2023-01-16 00:00:00+09:00,-11.899296205630435
2023-01-17 00:00:00+09:00,55.530052616350076
2023-01-18 00:00:00+09:00,71.3957728794644
2023-01-19 00:00:00+09:00,-18.8405528162084
2023-01-20 00:00:00+09:00,2.9748242751174985
2023-01-23 00:00:00+09:00,-21.815375356633012
2023-01-24 00:00:00+09:00,17.848942621690185
2023-01-25 00:00:00+09:00,26.77341586728653
2023-01-26 00:00:00+09:00,-0.9916081018791374
2023-01-27 00:00:00+09:00,-45.61396724589031
2023-01-30 00:00:00+09:00,-7.932864620297551
2023-01-31 00:00:00+09:00,-78.33703354058616
2023-02-01 00:00:00+09:00,8.924472670008072
2023-02-02 00:00:00+09:00,-26.773414797124133
2023-02-03 00:00:00+09:00,35.69788687373148
2023-02-06 00:00:00+09:00,-86.26989823563599
2023-02-07 00:00:00+09:00,-90.23632576234832
2023-02-08 00:00:00+09:00,133.86708410185292
2023-02-09 00:00:00+09:00,9.916080133480136
2023-02-10 00:00:00+09:00,-92.2195484403428
2023-02-13 00:00:00+09:00,-13.882512105004025
2023-02-14 00:00:00+09:00,-9.916079962130425
2023-02-15 00:00:00+09:00,-53.54683461583636
2023-02-16 00:00:00+09:00,8.924472084817808
2023-02-17 00:00:00+09:00,-92.21954471237541
2023-02-20 00:00:00+09:00,-7.932864084240919
2023-02-21 00:00:00+09:00,-28.756632616154093
2023-02-22 00:00:00+09:00,3.9664319184357737
2023-02-24 00:00:00+09:00,38.67271026669232
2023-02-27 00:00:00+09:00,14.874120097257673
2023-02-28 00:00:00+09:00,15.865727929265631
2023-03-01 00:00:00+09:00,-44.62236292221951
2023-03-02 00:00:00+09:00,-1.9832160012765598
2023-03-03 00:00:00+09:00,5.949647977754466
2023-03-06 00:00:00+09:00,-48.58879224538987
2023-03-07 00:00:00+09:00,33.71467155483242
2023-03-08 00:00:00+09:00,-30.73984962173654
2023-03-09 00:00:00+09:00,-18.840551524025614
2023-03-10 00:00:00+09:00,-65.44612703876419
2023-03-13 00:00:00+09:00,-28.756634060110628
2023-03-14 00:00:00+09:00,-10.90768898170063
2023-03-15 00:00:00+09:00,-48.58879249640677
2023-03-16 00:00:00+09:00,81.31186410890405
2023-03-17 00:00:00+09:00,98.1691936624461
2023-03-20 00:00:00+09:00,-48.58879168593148
2023-03-22 00:00:00+09:00,-23.798592162002933
2023-03-23 00:00:00+09:00,96.18597919068043
2023-03-24 00:00:00+09:00,52.55522323301193
2023-03-27 00:00:00+09:00,-9.91608028927385
2023-03-28 00:00:00+09:00,-20.82376745975398
2023-03-29 00:00:00+09:00,-5.949647881732744
2023-03-30 00:00:00+09:00,-46.74492184796327
2023-03-31 00:00:00+09:00,8.95115568814208
2023-04-03 00:00:00+09:00,42.766632889411085
2023-04-04 00:00:00+09:00,-50.72321476348452
2023-04-05 00:00:00+09:00,-67.63095572703742
2023-04-06 00:00:00+09:00,-22.87517640607757
2023-04-07 00:00:00+09:00,-1.989145694675699
2023-04-10 00:00:00+09:00,-11.934874341764498
2023-04-11 00:00:00+09:00,30.831756666412275
2023-04-12 00:00:00+09:00,9.94572839454213
2023-04-13 00:00:00+09:00,34.81004878890553
2023-04-14 00:00:00+09:00,-26.853466875188133
2023-04-17 00:00:00+09:00,21.880602901431303
2023-04-18 00:00:00+09:00,56.69065268958411
2023-04-19 00:00:00+09:00,-41.77206106085532
2023-04-20 00:00:00+09:00,-27.84803878635239
2023-04-21 00:00:00+09:00,1.9891457077692394
2023-04-24 00:00:00+09:00,-27.848039451452223
2023-04-25 00:00:00+09:00,17.90231165518162
2023-04-26 00:00:00+09:00,2.9837185897276868
2023-04-27 00:00:00+09:00,0.9945728632424107
2023-04-28 00:00:00+09:00,26.853466975639094
2023-05-01 00:00:00+09:00,-34.81004960110977
2023-05-02 00:00:00+09:00,-57.68522436188323
2023-05-08 00:00:00+09:00,-83.54412284568798
2023-05-09 00:00:00+09:00,42.76663263261389
2023-05-10 00:00:00+09:00,0.9945728259185671
2023-05-11 00:00:00+09:00,27.84803907667856
2023-05-12 00:00:00+09:00,-37.79376731834964
2023-05-15 00:00:00+09:00,-19.89145694256331
2023-05-16 00:00:00+09:00,9.945728330540987
2023-05-17 00:00:00+09:00,-3.9782916098042733
2023-05-18 00:00:00+09:00,63.652661518509376
2023-05-19 00:00:00+09:00,61.663516955274645
2023-05-22 00:00:00+09:00,1.9891456427703815
2023-05-23 00:00:00+09:00,46.744922500586654
2023-05-24 00:00:00+09:00,-38.78834201437985
2023-05-25 00:00:00+09:00,-20.88602926573003
2023-05-26 00:00:00+09:00,-14.918592664930657
2023-05-29 00:00:00+09:00,8.951155379011652
2023-05-30 00:00:00+09:00,-27.848041542235478
2023-05-31 00:00:00+09:00,-59.674367624562365
2023-06-01 00:00:00+09:00,1.989145722070134
2023-06-02 00:00:00+09:00,23.869751305593127
2023-06-05 00:00:00+09:00,-35.80461870959698
2023-06-06 00:00:00+09:00,55.69607946094129
2023-06-07 00:00:00+09:00,-120.34331165535787
2023-06-08 00:00:00+09:00,-15.913166506119524
2023-06-09 00:00:00+09:00,3.9782916805279456
2023-06-12 00:00:00+09:00,102.44099729203845
2023-06-13 00:00:00+09:00,25.858894942433835
2023-06-14 00:00:00+09:00,68.62553239639055
2023-06-15 00:00:00+09:00,3.97829132548668
2023-06-16 00:00:00+09:00,71.60924751038965
2023-06-19 00:00:00+09:00,0.994572860920016
2023-06-20 00:00:00+09:00,-100.45186707248922
2023-06-21 00:00:00+09:00,-27.848039273016184
2023-06-22 00:00:00+09:00,-39.78291127873581
2023-06-23 00:00:00+09:00,-144.2130716183383
2023-06-26 00:00:00+09:00,54.70150709678546
2023-06-27 00:00:00+09:00,-15.91316489361634
2023-06-28 00:00:00+09:00,74.59296567838282
2023-06-29 00:00:00+09:00,-30.8317583931821
2023-06-30 00:00:00+09:00,-23.869748007067756
2023-07-03 00:00:00+09:00,-22.875177383008122
2023-07-04 00:00:00+09:00,38.78834520751752
2023-07-05 00:00:00+09:00,28.842611672342173
2023-07-06 00:00:00+09:00,68.62553382868555
2023-07-07 00:00:00+09:00,2.9837186431213922
2023-07-10 00:00:00+09:00,-12.929447222531962
2023-07-11 00:00:00+09:00,-57.685222443593375
2023-07-12 00:00:00+09:00,-36.79919741334015
2023-07-13 00:00:00+09:00,250.63235008176434
2023-07-14 00:00:00+09:00,-11.934873412079469
2023-07-18 00:00:00+09:00,13.924021059140614
2023-07-19 00:00:00+09:00,4.972864444469451
2023-07-20 00:00:00+09:00,-27.848039303486075
2023-07-21 00:00:00+09:00,7.956583462366325
2023-07-24 00:00:00+09:00,14.918592411409918
2023-07-25 00:00:00+09:00,-54.70150936351092
2023-07-26 00:00:00+09:00,23.869748291169344
2023-07-27 00:00:00+09:00,118.35416572856593
2023-07-28 00:00:00+09:00,91.50070243263053
2023-07-31 00:00:00+09:00,0.0
2023-08-01 00:00:00+09:00,-0.9945729337478042
2023-08-02 00:00:00+09:00,15.913166636911228
2023-08-03 00:00:00+09:00,1.989145536083015
2023-08-04 00:00:00+09:00,74.59296063031161
2023-08-07 00:00:00+09:00,57.685224607383134
2023-08-08 00:00:00+09:00,-16.907738278877332
2023-08-09 00:00:00+09:00,-59.67436420577724
2023-08-10 00:00:00+09:00,-33.81547823554047
2023-08-14 00:00:00+09:00,-39.78291372928015
2023-08-15 00:00:00+09:00,-56.69065482847145
2023-08-16 00:00:00+09:00,-37.793768396087216
2023-08-17 00:00:00+09:00,13.92402084090645
2023-08-18 00:00:00+09:00,0.9945728941929701
2023-08-21 00:00:00+09:00,-1.9891456038740216
2023-08-22 00:00:00+09:00,22.875176025841938
2023-08-23 00:00:00+09:00,-30.831759453611085
2023-08-24 00:00:00+09:00,0.0
2023-08-25 00:00:00+09:00,52.712364242330295
2023-08-28 00:00:00+09:00,56.6906534504169
2023-08-29 00:00:00+09:00,13.924020457698134
2023-08-30 00:00:00+09:00,-28.84261025693104
2023-08-31 00:00:00+09:00,139.24020257123993
2023-09-01 00:00:00+09:00,124.32160511696748
2023-09-04 00:00:00+09:00,-53.70693495110572
2023-09-05 00:00:00+09:00,-26.853468210977553
2023-09-06 00:00:00+09:00,17.902311191819535
2023-09-07 00:00:00+09:00,-9.945728845315898
2023-09-08 00:00:00+09:00,-45.75035255030434
2023-09-11 00:00:00+09:00,-125.31616997876154
2023-09-12 00:00:00+09:00,-75.58753192644599
2023-09-13 00:00:00+09:00,-125.31617276190809
2023-09-14 00:00:00+09:00,39.78291745996921
