Date,Keyence.Price.Change
2022-11-22 00:00:00+09:00,168.31930677408673
2022-11-24 00:00:00+09:00,59.40681024357036
2022-11-25 00:00:00+09:00,-772.2884935334005
2022-11-28 00:00:00+09:00,297.0340715815619
2022-11-29 00:00:00+09:00,-188.12158236546384
2022-11-30 00:00:00+09:00,-940.6077691579922
2022-12-01 00:00:00+09:00,-594.0681329208819
2022-12-02 00:00:00+09:00,-643.5737824318348
2022-12-05 00:00:00+09:00,-39.60454389498773
2022-12-06 00:00:00+09:00,772.2885044642899
2022-12-07 00:00:00+09:00,346.53974382267916
2022-12-08 00:00:00+09:00,-356.44086573155073
2022-12-09 00:00:00+09:00,326.7374648023397
2022-12-12 00:00:00+09:00,277.2317861930278
2022-12-13 00:00:00+09:00,-207.92385468170687
2022-12-14 00:00:00+09:00,693.0794440995815
2022-12-15 00:00:00+09:00,-39.60454106762336
2022-12-16 00:00:00+09:00,19.802268608160375
2022-12-19 00:00:00+09:00,79.20908423667424
2022-12-20 00:00:00+09:00,-2019.831761172005
2022-12-21 00:00:00+09:00,-841.5964517291068
2022-12-22 00:00:00+09:00,-613.8703784788886
2022-12-23 00:00:00+09:00,-138.6158930222955
2022-12-26 00:00:00+09:00,415.84767448220373
2022-12-27 00:00:00+09:00,-534.6613173208025
2022-12-28 00:00:00+09:00,49.505676900480466
2022-12-29 00:00:00+09:00,901.0033126272028
2022-12-30 00:00:00+09:00,-653.4749170434661
2023-01-04 00:00:00+09:00,-99.01135559445538
2023-01-05 00:00:00+09:00,287.13292201382137
2023-01-06 00:00:00+09:00,1396.0600270275172
2023-01-10 00:00:00+09:00,-178.22043692572333
2023-01-11 00:00:00+09:00,2594.097504866899
2023-01-12 00:00:00+09:00,-702.9805976831703
2023-01-13 00:00:00+09:00,-316.8363289760309
2023-01-16 00:00:00+09:00,49.505674379557604
2023-01-17 00:00:00+09:00,801.9919379726416
2023-01-18 00:00:00+09:00,940.6079042284546
2023-01-19 00:00:00+09:00,-69.30794259492541
2023-01-20 00:00:00+09:00,267.3306564975792
2023-01-23 00:00:00+09:00,415.84768435251317
2023-01-24 00:00:00+09:00,-99.01134893536073
2023-01-25 00:00:00+09:00,366.3420138888905
2023-01-26 00:00:00+09:00,-1069.3225633796828
2023-01-27 00:00:00+09:00,514.8590461357162
2023-01-30 00:00:00+09:00,-59.40681221889099
2023-01-31 00:00:00+09:00,-386.1442742598665
2023-02-01 00:00:00+09:00,-376.2431211186631
2023-02-02 00:00:00+09:00,-158.41817190586153
2023-02-03 00:00:00+09:00,544.5624369959696
2023-02-06 00:00:00+09:00,-1475.269132679423
2023-02-07 00:00:00+09:00,297.0340643933232
2023-02-08 00:00:00+09:00,-455.45222038115025
2023-02-09 00:00:00+09:00,376.24313329828874
2023-02-10 00:00:00+09:00,0.0
2023-02-13 00:00:00+09:00,-851.4976222826081
2023-02-14 00:00:00+09:00,108.9124825898034
2023-02-15 00:00:00+09:00,-1366.3566732481922
2023-02-16 00:00:00+09:00,514.8590604372948
2023-02-17 00:00:00+09:00,-821.79424208001
2023-02-20 00:00:00+09:00,-990.1135327253214
2023-02-21 00:00:00+09:00,-148.517026118192
2023-02-22 00:00:00+09:00,-198.02270880906144
2023-02-24 00:00:00+09:00,762.3873858515217
2023-02-27 00:00:00+09:00,1415.8623173961896
2023-02-28 00:00:00+09:00,118.81363028527267
2023-03-01 00:00:00+09:00,594.0680926050991
2023-03-02 00:00:00+09:00,-425.74881805461337
2023-03-03 00:00:00+09:00,19.80227120908239
2023-03-06 00:00:00+09:00,247.52839161197335
2023-03-07 00:00:00+09:00,663.3760934940583
2023-03-08 00:00:00+09:00,504.9578799350202
2023-03-09 00:00:00+09:00,-396.0454213346311
2023-03-10 00:00:00+09:00,-108.91249143052846
2023-03-13 00:00:00+09:00,267.33066240978224
2023-03-14 00:00:00+09:00,-1326.7520355674642
2023-03-15 00:00:00+09:00,-970.3112135184856
2023-03-16 00:00:00+09:00,1118.8282818298758
2023-03-17 00:00:00+09:00,377.197546118412
2023-03-20 00:00:00+09:00,-248.15629862551577
2023-03-22 00:00:00+09:00,1717.241667787006
2023-03-23 00:00:00+09:00,-19.852503948008234
2023-03-24 00:00:00+09:00,218.37753809017158
2023-03-27 00:00:00+09:00,-29.778754987506545
2023-03-28 00:00:00+09:00,158.82004120659258
2023-03-29 00:00:00+09:00,704.7638884090775
2023-03-30 00:00:00+09:00,-347.418828643531
2023-03-31 00:00:00+09:00,188.59877994084673
2023-04-03 00:00:00+09:00,-575.7226010423183
2023-04-04 00:00:00+09:00,-635.2801057449469
2023-04-05 00:00:00+09:00,-655.1326147311338
2023-04-06 00:00:00+09:00,-1479.0114927577306
2023-04-07 00:00:00+09:00,357.345062102715
2023-04-10 00:00:00+09:00,-377.1975784123206
2023-04-11 00:00:00+09:00,-158.82003627417726
2023-04-12 00:00:00+09:00,99.26251945021068
2023-04-13 00:00:00+09:00,1270.5602429149803
2023-04-14 00:00:00+09:00,-238.23004354136356
2023-04-17 00:00:00+09:00,-39.70500774211541
2023-04-18 00:00:00+09:00,148.89378117988235
2023-04-19 00:00:00+09:00,-645.206378831921
2023-04-20 00:00:00+09:00,1072.0352455821267
2023-04-21 00:00:00+09:00,-59.55751097810571
2023-04-24 00:00:00+09:00,-158.82003048291517
2023-04-25 00:00:00+09:00,684.9113700775633
2023-04-26 00:00:00+09:00,-1002.551485655742
2023-04-27 00:00:00+09:00,645.206394060282
2023-04-28 00:00:00+09:00,59.55751074058935
2023-05-01 00:00:00+09:00,377.1975689747778
2023-05-02 00:00:00+09:00,0.0
2023-05-08 00:00:00+09:00,-674.98515011774
2023-05-09 00:00:00+09:00,744.4689387486433
2023-05-10 00:00:00+09:00,-198.52504484479869
2023-05-11 00:00:00+09:00,-694.837688577587
2023-05-12 00:00:00+09:00,942.9939063215425
2023-05-15 00:00:00+09:00,645.2064555175966
2023-05-16 00:00:00+09:00,565.796390422809
2023-05-17 00:00:00+09:00,-158.82003572491521
2023-05-18 00:00:00+09:00,-536.0176083309052
2023-05-19 00:00:00+09:00,-218.37756055082718
2023-05-22 00:00:00+09:00,665.0588458923739
2023-05-23 00:00:00+09:00,-496.3125451589585
2023-05-24 00:00:00+09:00,307.7137868184509
2023-05-25 00:00:00+09:00,853.6576167632156
2023-05-26 00:00:00+09:00,-942.9940040705696
2023-05-29 00:00:00+09:00,-1429.3802621995565
2023-05-30 00:00:00+09:00,575.7226257588918
2023-05-31 00:00:00+09:00,-1270.5603244837694
2023-06-01 00:00:00+09:00,516.1650546178571
2023-06-02 00:00:00+09:00,595.5751552905858
2023-06-05 00:00:00+09:00,1419.4540856690728
2023-06-06 00:00:00+09:00,-794.1001760563377
2023-06-07 00:00:00+09:00,-1568.3477845821326
