Date,Sumitomo_Mitsui_Financial_Group.Price.Change,Tokyo_Electron.Price.Change,Hitachi.Price.Change,Sony.Price.Change,Mitsubishi_UFJ_Financial_Group.Price.Change,Keyence.Price.Change,Toyota.Price.Change,Tokio_Marine_Holdings.Price.Change,Shin_Etsu_Chemical.Price.Change,R_Holdings.Price.Change,Nikkei_225.Percent.Change,Nikkei_225.High.Low.Diff
2022-11-22 00:00:00+09:00,27.22627761412309,44.99850814669844,-4.847313155920119,37.94519090964923,13.118559069085675,168.31930677408673,28.34961592511422,22.50036963105731,4.801284951392063,0.0,0.2003971887594648,165.189453125
2022-11-24 00:00:00+09:00,23.926122310478604,89.996067909251,-9.694626116343215,17.5131675126313,8.62077969005611,59.40681024357036,-12.757326902925117,33.28179494402002,14.403855387942258,-44.62235734269416,0.0330204865376295,138.62890625
2022-11-25 00:00:00+09:00,12.9255721500856,-67.49728930695892,4.653349830690331,-19.459074875403985,12.837460387803048,-772.2884935334005,4.25244238661503,34.219309972680094,-0.960257060875847,-26.77341741248074,-0.407553694351579,136.28125
2022-11-28 00:00:00+09:00,-35.7517091564705,-41.78372330880302,-5.429085705365651,-14.5943060509544,-12.837402718508542,297.0340715815619,-29.294602558757106,-56.250927565419715,-19.205141164708493,19.832160221619233,-0.2045688236918907,192.1796875
2022-11-29 00:00:00+09:00,2.7501626762020805,-3.2138428693160677,3.4900418794825327,-15.567258272867091,8.433360454745412,-188.12158236546384,-15.119795562203764,15.000247375667186,7.682056563124661,10.907687075253309,0.1298245672793526,155.9296875
2022-11-30 00:00:00+09:00,-1.1000850713628552,173.564453125,1.5512351091401797,-0.972953643866731,-6.746699026247711,-940.6077691579922,0.472493621135527,-70.3136529102735,28.807711397712865,-16.857337392982117,0.2951959223909552,170.1796875
2022-12-01 00:00:00+09:00,-12.3755809026934,-128.5668867719305,9.694626663993631,-19.45907491721846,-15.929679177024129,-594.0681329208819,-24.09717316063211,-7.03136499219454,0.0,-137.83351185191805,-0.166415178722234,197.380859375
2022-12-02 00:00:00+09:00,-3.3001545532943055,128.56594862019665,-10.0824357778979,-3.891815130954001,-4.966300617821389,-643.5737824318348,-16.064782857290083,-15.93776081277838,-37.45002574523187,-56.52165388254889,-0.7335810267719419,321.060546875
2022-12-05 00:00:00+09:00,-5.225278949931862,-138.2084241655557,-10.276280298133088,-19.459074627075097,4.59151930361395,-39.60454389498773,-24.56966742315649,29.531730915515254,-29.767969101281324,7.932864897597938,0.2428933087235602,153.25
2022-12-06 00:00:00+09:00,9.900463930931892,237.847921538194,21.32817793996719,12.648398047406772,6.0907595627453475,772.2885044642899,-1.4174808142022357,-20.15658084066308,26.88719702028584,-22.806984264446328,0.6562525137511219,235.759765625
2022-12-07 00:00:00+09:00,15.400688219793892,-353.55755717859574,13.766439983573946,-20.432025525323297,7.215219052898533,346.53974382267916,12.757327318252692,26.71918658088225,-21.12565433699183,62.47130830409151,0.0582260925739109,139.470703125
2022-12-08 00:00:00+09:00,-3.0251082194679384,-64.28345102355343,-7.367893021714735,2.918861185280548,-2.436281018991849,-356.44086573155073,1.8899743781435063,30.93800750492119,-16.324370094114784,11.899295985953358,-0.1733059607492757,227.98046875
2022-12-09 00:00:00+09:00,3.850146796280569,382.4840321366301,2.32673404295997,30.161566604068867,6.840380469012075,326.7374648023397,0.9449872082307138,-5.1563342694462335,52.81413293474816,44.62235972347844,0.9663791185381893,318.83984375
2022-12-12 00:00:00+09:00,7.1503020673872015,80.35360273426704,12.990705299386946,4.864767982219746,2.6237005460329783,277.2317861930278,8.977377877451545,12.1876997117447,0.0,95.19436586002756,0.3649115218049595,131.060546875
2022-12-13 00:00:00+09:00,-1.925023156000634,-115.70964125915816,1.5512349916921266,-1.9459074122783024,0.281100556043043,-207.92385468170687,-14.647301381028685,15.46900331787674,-0.9602570605584332,-50.57200832437866,-0.4008909088922697,209.0703125
2022-12-14 00:00:00+09:00,6.875254373296912,93.20991748510096,3.4901605367454067,31.134518637892143,4.872562301928497,693.0794440995815,18.42725050630156,30.469252240680817,59.53593714298904,4.958040453706417,0.5398374664148983,201.91015625
2022-12-15 00:00:00+09:00,11.8255885860151,-25.71262583286807,21.52202502386126,1.9459075444206064,4.310418120542636,-39.60454106762336,3.3074552908610713,-4.687577074377259,34.569256622778994,-26.77341670764872,0.2163491461863212,175.630859375
