Date,Ticker,Company,Open,Close
2022-11-22 00:00:00+09:00,7203.T,Toyota,1908.8742592416158,1937.223876953125
2022-11-24 00:00:00+09:00,7203.T,Toyota,1946.6735866685501,1933.916259765625
2022-11-25 00:00:00+09:00,7203.T,Toyota,1937.2238757053876,1941.476318359375
2022-11-28 00:00:00+09:00,7203.T,Toyota,1950.4536620373217,1921.1590576171875
2022-11-29 00:00:00+09:00,7203.T,Toyota,1910.2916705622038,1895.171875
2022-11-30 00:00:00+09:00,7203.T,Toyota,1899.424356964802,1899.8968505859375
2022-12-01 00:00:00+09:00,7203.T,Toyota,1912.654057926257,1888.556884765625
2022-12-02 00:00:00+09:00,7203.T,Toyota,1878.63460707604,1862.56982421875
2022-12-05 00:00:00+09:00,7203.T,Toyota,1868.2398350655515,1843.670166015625
2022-12-06 00:00:00+09:00,7203.T,Toyota,1838.0001224157647,1836.5826416015625
2022-12-07 00:00:00+09:00,7203.T,Toyota,1829.4952361583098,1842.2525634765625
2022-12-08 00:00:00+09:00,7203.T,Toyota,1829.9676916374815,1831.857666015625
2022-12-09 00:00:00+09:00,7203.T,Toyota,1845.5598956667413,1846.5048828125
2022-12-12 00:00:00+09:00,7203.T,Toyota,1846.0326307066473,1855.010009765625
2022-12-13 00:00:00+09:00,7203.T,Toyota,1874.8546998031497,1860.2073974609375
2022-12-14 00:00:00+09:00,7203.T,Toyota,1850.757441876511,1869.1846923828125
2022-12-15 00:00:00+09:00,7203.T,Toyota,1866.349893126007,1869.6573486328125
2022-12-16 00:00:00+09:00,7203.T,Toyota,1833.747843267253,1834.2203369140625
2022-12-19 00:00:00+09:00,7203.T,Toyota,1814.3752863219897,1804.9254150390625
2022-12-20 00:00:00+09:00,7203.T,Toyota,1800.2005734327363,1743.5013427734375
2022-12-21 00:00:00+09:00,7203.T,Toyota,1735.941494156829,1708.536865234375
2022-12-22 00:00:00+09:00,7203.T,Toyota,1729.3265763448026,1739.721435546875
2022-12-23 00:00:00+09:00,7203.T,Toyota,1709.0093161202108,1717.9866943359375
2022-12-26 00:00:00+09:00,7203.T,Toyota,1720.8216955171335,1722.711669921875
2022-12-27 00:00:00+09:00,7203.T,Toyota,1738.7764947988308,1717.5142822265625
2022-12-28 00:00:00+09:00,7203.T,Toyota,1711.8443585060795,1718.9317626953125
2022-12-29 00:00:00+09:00,7203.T,Toyota,1709.4818504220125,1717.041748046875
2022-12-30 00:00:00+09:00,7203.T,Toyota,1717.041749057112,1712.789306640625
2023-01-04 00:00:00+09:00,7203.T,Toyota,1699.0869952165265,1700.031982421875
2023-01-05 00:00:00+09:00,7203.T,Toyota,1712.316773372666,1708.0643310546875
2023-01-06 00:00:00+09:00,7203.T,Toyota,1709.954261558219,1724.6015625
2023-01-10 00:00:00+09:00,7203.T,Toyota,1736.414065306214,1726.49169921875
2023-01-11 00:00:00+09:00,7203.T,Toyota,1723.6566135204082,1736.4139404296875
2023-01-12 00:00:00+09:00,7203.T,Toyota,1737.8315783904989,1755.3138427734375
2023-01-13 00:00:00+09:00,7203.T,Toyota,1727.909101220932,1715.624267578125
2023-01-16 00:00:00+09:00,7203.T,Toyota,1700.9770057814649,1717.5142822265625
2023-01-17 00:00:00+09:00,7203.T,Toyota,1725.5467025421028,1760.51123046875
2023-01-18 00:00:00+09:00,7203.T,Toyota,1758.6211251385955,1804.4530029296875
2023-01-19 00:00:00+09:00,7203.T,Toyota,1748.2263959422767,1761.9287109375
2023-01-20 00:00:00+09:00,7203.T,Toyota,1749.1714184194313,1779.4110107421875
2023-01-23 00:00:00+09:00,7203.T,Toyota,1795.475669687169,1785.080810546875
2023-01-24 00:00:00+09:00,7203.T,Toyota,1807.760620532284,1806.3431396484375
2023-01-25 00:00:00+09:00,7203.T,Toyota,1795.4757474163387,1800.20068359375
2023-01-26 00:00:00+09:00,7203.T,Toyota,1794.5306408091694,1788.8607177734375
2023-01-27 00:00:00+09:00,7203.T,Toyota,1797.8382166596784,1795.9482421875
2023-01-30 00:00:00+09:00,7203.T,Toyota,1795.9481198283777,1797.3656005859375
2023-01-31 00:00:00+09:00,7203.T,Toyota,1804.9255400058496,1792.168212890625
2023-02-01 00:00:00+09:00,7203.T,Toyota,1805.870566660269,1798.3106689453125
2023-02-02 00:00:00+09:00,7203.T,Toyota,1803.0356103866159,1777.0484619140625
2023-02-03 00:00:00+09:00,7203.T,Toyota,1783.1909168070977,1787.443359375
2023-02-06 00:00:00+09:00,7203.T,Toyota,1803.9805897677072,1808.2330322265625
2023-02-07 00:00:00+09:00,7203.T,Toyota,1814.3755765682656,1792.640869140625
2023-02-08 00:00:00+09:00,7203.T,Toyota,1797.365723814229,1793.11328125
2023-02-09 00:00:00+09:00,7203.T,Toyota,1795.4756671036625,1796.420654296875
2023-02-10 00:00:00+09:00,7203.T,Toyota,1781.773398358242,1775.6309814453125
2023-02-13 00:00:00+09:00,7203.T,Toyota,1767.1260159840876,1773.2684326171875
2023-02-14 00:00:00+09:00,7203.T,Toyota,1790.2782005765998,1778.9383544921875
2023-02-15 00:00:00+09:00,7203.T,Toyota,1786.0259241126516,1770.9061279296875
2023-02-16 00:00:00+09:00,7203.T,Toyota,1784.6083118460656,1807.760498046875
2023-02-17 00:00:00+09:00,7203.T,Toyota,1788.860795751249,1802.5631103515625
2023-02-20 00:00:00+09:00,7203.T,Toyota,1810.5955848082292,1797.8382568359375
2023-02-21 00:00:00+09:00,7203.T,Toyota,1795.4757512814153,1786.02587890625
2023-02-22 00:00:00+09:00,7203.T,Toyota,1774.686079533554,1762.4012451171875
2023-02-24 00:00:00+09:00,7203.T,Toyota,1753.8961585037675,1755.7861328125
2023-02-27 00:00:00+09:00,7203.T,Toyota,1754.84130859375,1754.84130859375
2023-02-28 00:00:00+09:00,7203.T,Toyota,1755.3136384490354,1760.03857421875
2023-03-01 00:00:00+09:00,7203.T,Toyota,1763.3461105719243,1760.983642578125
2023-03-02 00:00:00+09:00,7203.T,Toyota,1757.6761873868056,1760.983642578125
2023-03-03 00:00:00+09:00,7203.T,Toyota,1763.3461060315235,1780.828369140625
2023-03-06 00:00:00+09:00,7203.T,Toyota,1788.8607557942878,1800.673095703125
2023-03-07 00:00:00+09:00,7203.T,Toyota,1795.4756642359298,1809.177978515625
2023-03-08 00:00:00+09:00,7203.T,Toyota,1799.255655103211,1802.5631103515625
2023-03-09 00:00:00+09:00,7203.T,Toyota,1812.0131016199898,1813.903076171875
2023-03-10 00:00:00+09:00,7203.T,Toyota,1793.585775254648,1791.69580078125
2023-03-13 00:00:00+09:00,7203.T,Toyota,1773.7411335302525,1761.456298828125
2023-03-14 00:00:00+09:00,7203.T,Toyota,1708.0644527201232,1709.48193359375
2023-03-15 00:00:00+09:00,7203.T,Toyota,1724.6016058174453,1712.3167724609375
2023-03-16 00:00:00+09:00,7203.T,Toyota,1672.627234773263,1691.5269775390625
2023-03-17 00:00:00+09:00,7203.T,Toyota,1691.527141301923,1687.7471923828125
2023-03-20 00:00:00+09:00,7203.T,Toyota,1669.7923583984375,1669.7923583984375
2023-03-22 00:00:00+09:00,7203.T,Toyota,1703.8118493198224,1701.921875
2023-03-23 00:00:00+09:00,7203.T,Toyota,1684.4398180038888,1688.6922607421875
2023-03-24 00:00:00+09:00,7203.T,Toyota,1680.1872544908738,1685.857177734375
2023-03-27 00:00:00+09:00,7203.T,Toyota,1696.2519132305124,1691.5269775390625
2023-03-28 00:00:00+09:00,7203.T,Toyota,1706.6469320900978,1706.1744384765625
2023-03-29 00:00:00+09:00,7203.T,Toyota,1712.7893377843739,1750.1163330078125
2023-03-30 00:00:00+09:00,7203.T,Toyota,1767.9354313323345,1774.1961669921875
2023-03-31 00:00:00+09:00,7203.T,Toyota,1794.4230108382853,1810.7972412109375
2023-04-03 00:00:00+09:00,7203.T,Toyota,1827.6532259123162,1827.171630859375
2023-04-04 00:00:00+09:00,7203.T,Toyota,1818.021093512159,1829.0977783203125
2023-04-05 00:00:00+09:00,7203.T,Toyota,1807.4261315473177,1784.3095703125
2023-04-06 00:00:00+09:00,7203.T,Toyota,1773.2328570909185,1759.2666015625
2023-04-07 00:00:00+09:00,7203.T,Toyota,1766.008952661542,1752.5242919921875
2023-04-10 00:00:00+09:00,7203.T,Toyota,1762.1561163405224,1760.229736328125
2023-04-11 00:00:00+09:00,7203.T,Toyota,1771.7880998759777,1758.7850341796875
2023-04-12 00:00:00+09:00,7203.T,Toyota,1766.97216586005,1756.3770751953125
2023-04-13 00:00:00+09:00,7203.T,Toyota,1744.337197332974,1745.781982421875
2023-04-14 00:00:00+09:00,7203.T,Toyota,1760.7114330730606,1741.4476318359375
2023-04-17 00:00:00+09:00,7203.T,Toyota,1755.8953884045716,1766.490478515625
2023-04-18 00:00:00+09:00,7203.T,Toyota,1776.1224063970037,1766.0089111328125
2023-04-19 00:00:00+09:00,7203.T,Toyota,1765.5272858285407,1755.8953857421875
2023-04-20 00:00:00+09:00,7203.T,Toyota,1743.3740739215002,1746.7452392578125
